Index,Marka Kodu,Tip Kodu,Marka Adı,Tip Adı
394,9,488,AUDI,A5 CABRIOLET 2.7 TDI MULTITRONIC
395,9,489,AUDI,A5 CABRIOLET 3.0 TDI QUATTRO S TRONIC
396,9,490,AUDI,A5 CABRIOLET 3.2 FSI QUATTRO S TRONIC
397,9,491,AUDI,S5 CABRIOLET S TRONIC
398,9,492,AUDI,TT ROADSTAR 1.8 TFSI (160)
399,9,493,AUDI,A3 SPORTBACK 2.0 TDI QUATTRO (170)
400,9,494,AUDI,A5 SPORTBACK 2.0 TFSI (180)
401,9,495,AUDI,A5 SPORTBACK 2.0 TFSI (180) MULTITRONIC
402,9,496,AUDI,A5 SPORTBACK 2.0 TFSI (211) QUATTO S TRO
403,9,497,AUDI,A5 SPORTBACK 2.0 TDI (143) MULTITRONIC
404,9,498,AUDI,A5 SPORTBACK 2.0 TDI (170) QUATTRO
405,9,499,AUDI,A5 SPORTBACK 3.0 TDI QUATTRO S TRONIC
406,9,500,AUDI,A5 SPORTBACK 3.2 FSI QUATTRO S TRONIC
407,9,501,AUDI,S5 SPORTBACK 3.0 S TRONIC
408,9,502,AUDI,Q7 6.0 V12 TDI  QUATTRO TIPTRONIC
409,9,503,AUDI,A6 AVANT 2.0 TDI MULTITRONIC (170)
410,9,504,AUDI,A6 AVANT 3.0 TFSI QUATTRO TIPTRONIC
411,9,505,AUDI,R8 5.2 FSI QUATTRO
412,9,506,AUDI,R8 5.2 FSI QUATTRO R TRONIC
413,9,507,AUDI,A5 CABROLET 1.8 TFSI
414,9,508,AUDI,A5 CABROLET 1.8 TFSI MULTITRONIC
415,9,509,AUDI,A8 4.2 TDI QUATTRO TIPTRONIC
416,9,510,AUDI,A1 1.4 TFSI (122)
417,9,511,AUDI,A1 1.4 TFSI (122) STRONIC
418,9,512,AUDI,A1 1.6 TDI (105)
419,9,513,AUDI,A3 1.6 TDI STRONIC
420,9,514,AUDI,A3 SPORTBACK 1.6 TDI STRONIC
421,9,515,AUDI,A5 SPORTBACK 1.8 TFSI (160)
422,9,516,AUDI,A7 SPORTBACK 3.0 TFSI (300) QUATTRO STRO
423,9,517,AUDI,A7 SPORTBACK 3.0 TDI (245) QUATTRO STRON
424,9,518,AUDI,A8 3.0 TFSI QUATTRO TIPTRONIC
425,9,519,AUDI,A8 L 3.0 TFSI QUATTRO TIPTRONIC
426,9,520,AUDI,A8 L 4.2 TDI QUATTRO TIPTRONIC
427,9,521,AUDI,A1 1.2 TFSI (86)
428,9,522,AUDI,A1 1.4 TFSI (185) S TRONIC
429,9,523,AUDI,A4 2.0 TDI (143) MULTITRONIC
430,9,524,AUDI,A4 AVANT 2.0 TDI (143) MULTITRONIC
431,9,525,AUDI,A3 1.2 TFSI (105)
432,9,526,AUDI,A3 1.2 TFSI (105) S TRONIC
433,9,527,AUDI,A3 SPORTBACK 1.2 TFSI (105)
434,9,628,AUDI,A3 SPORTBACK 1.2 TFSI (105) S TRONIC
435,9,629,AUDI,A6 3.0 TFSI QUATTRO STRONIC
436,9,630,AUDI,A6 3.0 TDI QUATTRO STRONIC
437,9,631,AUDI,A6 2.0 TDI (177) MULTITRONIC
438,9,632,AUDI,A8 L W12 6.3 FSI QUATTRO TIPTRONIC
439,9,633,AUDI,RS3 SPORTBACK
440,9,634,AUDI,A3 CABRIOLET 1.2 TFSI (105)
441,9,635,AUDI,A3 CABRIOLET 1.6 TDI (105)
442,9,636,AUDI,RS5 4.2 FSI
443,9,637,AUDI,Q3 2.0 TDI QUATTRO STRONIC (177)
444,9,638,AUDI,Q7 4.2 TDI QUATTRO TIPTRONIC
445,9,639,AUDI,TT COUPE 2.0 TFSI QUATTRO S TRONIC
446,9,640,AUDI,TT RS COUPE
447,9,641,AUDI,TT RS COUPE S TRONIC
448,9,642,AUDI,TT RS ROADSTAR
449,9,643,AUDI,TT RS ROADSTAR S TRONIC
450,9,644,AUDI,R8 SPYDER  4.2 FSI
451,9,645,AUDI,R8 SPYDER 4.2 FSI R TRONIC
452,9,646,AUDI,R8 SPYDER 5.2 FSI QUATTRO
453,9,647,AUDI,R8 SPYDER 5.2 FSI QUATTRO R TRONIC
454,9,1001,AUDI,S3 S TRONIC
455,9,1002,AUDI,A6 AVANT 3.0 TFSI QUATTRO S TRONIC
456,9,1003,AUDI,A6 AVANT 2.0 TDI (177) MULTITRONIC
457,9,1004,AUDI,A6 AVANT 3.0 TDI QUATTRO S TRONIC
458,9,1005,AUDI,TT COUPE 1.8 TFSI STRONIC (160)
459,9,1006,AUDI,TT ROADSTAR 1.8 TFSI S TRONIC (160)
460,9,1007,AUDI,TT ROADSTAR 2.0 TDI QUATTRO S TRONIC (170)
461,9,1008,AUDI,TT ROASTAR 2.0 TFSI S TRONIC (211)
462,9,1009,AUDI,TT ROADSTAR 2.0 TFSI QUATTRO S TRONIC (211)
463,9,1010,AUDI,TT COUPE 2.0 TDI (170) QUATTRO S TRONIC
464,9,1011,AUDI,A5 COUPE 2.0 TDI (177) MULTIRONIC
465,9,1012,AUDI,A5 SPORTBACK 2.0 TDI (177) MULTITRONIC
466,9,1013,AUDI,A4 1.8 TFSI 170 MULTITRONIC PI
467,9,1014,AUDI,A4 2.0 TFSI 211 QUATTRO S TRONIC PI
468,9,1015,AUDI,A4 2.0 TDI 177 MULTITRONIC PI
469,9,1016,AUDI,S4 S TRONIC PI
470,9,1017,AUDI,A4 AVANT 1.8 TFSI 170 MULTITRONIC PI
471,9,1018,AUDI,A4 AVANT 2.0 TFSI 211 QUATTRO S TRONIC PI
472,9,1019,AUDI,A4 AVANT 2.0 TDI 177 MULTITRONIC PI
473,9,1020,AUDI,S4 AVANT S TRONIC PI
474,9,1021,AUDI,S5 3.0 TFSI QUATTRO S TRONIC
475,9,1022,AUDI,A1 SPORTBACK 1.2 TFSI (86)
476,9,1023,AUDI,A1 SPORTBACK 1.4 TFSI (122) S TRONIC
477,9,1024,AUDI,A1 SPORTBACK 1.4 TFSI (185) S TRONIC
478,9,1025,AUDI,A1 SPORTBACK 1.6 TDI (90) S TRONIC
479,9,1026,AUDI,A5 COUPE 1.8 TFSI (170) MULTITRONIC PI
480,9,1027,AUDI,A5 COUPE 2.0 TFSI (211) QUATTRO S TRONIC PI
481,9,1028,AUDI,A5 COUPE 2.0 TDI (177) MULTITRONIC
482,9,1029,AUDI,S5 COUPE PI
483,9,1030,AUDI,RS5 PI
484,9,1031,AUDI,A5 SPORTBACK 2.0 TFSI 211 QUATTRO S TRONIC PI
485,9,1032,AUDI,A5 SPORTBACK 2.0 TDI (177) MULTITRONIC PI
486,9,1033,AUDI,S5 SPORTBACK PI
487,9,1034,AUDI,A8 L 3.0 TDI (250) QUATTRO TIPTRONIC
488,9,1035,AUDI,A5 SPORTBACK 1.8 TFSI (160) MULTITRONIC
489,9,1036,AUDI,S3 SPORTBACK S TRONIC
490,9,1037,AUDI,A4 ALLROAD 2.0 TDI 177 QUATTRO S TRONIC PI
491,9,1038,AUDI,A4 ALLROAD 2.0 TFSI 211 QUATTRO S TRONIC
492,9,1039,AUDI,A5 CABRIO 1.8 TFSI 170 MULTITRONIC
493,9,1040,AUDI,A5 CABRIO 2.0 TFSI 211 QUATTRO S TRONIC PI
494,9,1041,AUDI,A5 CABRIO 2.0 TDI 177 MULTITRONIC PI
495,9,1042,AUDI,S5 CABRIO PI
496,9,1043,AUDI,S6 4.0 TFSI 420 QUATTRO S TRONIC
497,9,1044,AUDI,S6 AVANT 4.0 TFSI 420 QUATTRO S TRONIC
498,9,1045,AUDI,S7 SPORTBACK 4.0 TFSI 420 QUATTRO S TRONIC
499,9,1046,AUDI,S8 4.0 TFSI 520 QUATTRO TIPTRONIC
500,9,1047,AUDI,A3 1.4 TFSI 122 ATTRACTION S TRONIC
501,9,1048,AUDI,A3 1.4 TFSI 122 AMBITION S TRONIC
502,9,1049,AUDI,A3 1.4 TFSI 122 AMBIENTE S TRONIC
503,9,1050,AUDI,A3 1.6 TDI 105 ATTRACTION S TRONIC
504,9,1051,AUDI,A3 1.6 TDI 105 AMBITION S TRONIC
505,9,1052,AUDI,A3 1.6 TDI 105 AMBIENTE S TRONIC
506,9,1053,AUDI,RS4 AVANT PI
507,9,1054,AUDI,Q5 2.0 TFSI 225 QUATTRO S TRONIC PI
508,9,1055,AUDI,TTRS PLUS COUPE S TRONIC
509,9,1056,AUDI,Q5 2.0 TDI 177 QUATTRO S TRONIC PI
510,9,1057,AUDI,A1 SPORTBACK 1.4 TFSI 185 AMBITION S TRONIC
511,9,1058,AUDI,A6 3.0 TDI 313 QUATTRO TIPTRONIC
512,9,1059,AUDI,A6 AVANT 3.0 TDI 313 QUATTRO TIPTRONIC
513,9,1060,AUDI,A5 SPORTBACK 2.0 TDI 177 QUATTRO S TRONIC PI
514,9,1061,AUDI,A7 SPORTBACK 3.0 TFSI 310 QUATTRO S TRONIC
515,9,1062,AUDI,A7 SPORTBACK 3.0 TDI 245 QUATTRO TIPTRONIC
516,9,1063,AUDI,A7 SPORTBACK 3.0 TDI 313 QUATTRO TIPTRONIC
517,9,1064,AUDI,A3 SPORTBACK 1.4 TFSI 122 ATTRACTION S TRONIC
518,9,1065,AUDI,A3 SPORTBACK 1.6 TDI 105 ATTRACTION S TRONIC
519,9,1066,AUDI,A3 SPORTBACK 1.4 TFSI 122 AMBITION S TRONIC
520,9,1067,AUDI,A3 1.4 TFSI ATTRACTION (122)
521,9,1068,AUDI,A4 2.0 TDI 177 QUATTRO S TRONIC PI
522,9,1070,AUDI,A3 1.4 TFSI 140 ATTRACTION S TRONIC
523,9,1071,AUDI,S3 2.0 TFSI 280 QUATTRO S TRONIC
524,9,1072,AUDI,S3 SPORTBACK 2.0 TFSI 280 QUATTRO S TRONIC
525,9,1073,AUDI,A4 2.0 TDI 150 MULTITRONIC PI
526,9,1074,AUDI,A4 AVANT 2.0 TDI 177 QUATTRO S TRONIC PI
527,9,1075,AUDI,A5 COUPE 2.0 TDI 177 QUATTRO S TRONIC PI
528,9,1076,AUDI,A6 2.0 TFSI 180 MULTITRONIC
529,9,1077,AUDI,RS6 AVANT 4.0 TFSI 560 QUATTRO TIPTRONIC
530,9,1078,AUDI,A6 ALLROAD 3.0 TDI 313 QUATTRO TIPTRONIC
531,9,1079,AUDI,A3 SPORTBACK 1.4 TFSI 122 AMBIENTE S TRONIC
532,9,1080,AUDI,A3 SPORTBACK 1.4 TFSI 140 ATTRACTION S TRONIC
533,9,1081,AUDI,A4 AVANT 2.0 TDI 150 MULTRONIC PI
534,9,1082,AUDI,A6 ALLROAD 3.0 TDI 245 QUATTRO S TRONIC
535,9,1083,AUDI,RS7 SPORTBACK 4.0 TFSI 560 QUATTRO TIPTRONIC
536,9,1085,AUDI,R8 4.2 FSI QUATTRO PI
537,9,1087,AUDI,A3 SEDAN 1.4 TFSI 140 ATTRACTION S TRONIC
538,9,1088,AUDI,A3 SEDAN 1.4 TFSI 140 AMBIENTE S TRONIC
539,9,1089,AUDI,A3 SPORTBACK 1.6 TDI 105 AMBITION S TRONIC
540,9,1090,AUDI,A3 SPORTBACK 1.4 TFSI 140 AMBITION S TRONIC
541,9,1091,AUDI,A3 SEDAN 1.6 TDI 105 AMBITION S TRONIC
542,9,1092,AUDI,A3 SEDAN 1.6 TDI 105 ATTRACTION S TRONIC
543,9,1093,AUDI,Q3 1.4 TFSI 150 S TRONIC
544,9,1095,AUDI,A4 2.0 TFSI 225 QUATTRO STRONIC PI
545,9,1096,AUDI,A4 AVANT 2.0 TFSI 225 QUATTRO STRONIC PI
546,9,1097,AUDI,A4 ALLROAD 2.0 TFSI 225 QUATTRO STRONIC PI
547,9,1098,AUDI,A5 COUPE 2.0 TFSI 225 QUATTRO STRONIC PI
548,9,1099,AUDI,A5 SPORTBACK 2.0 TFSI 225 QUATTRO STRONIC PI
549,9,1100,AUDI,A5 CABRIO 2.0 TFSI 225 QUATTRO STRONIC PI
550,9,1101,AUDI,A3 SPORTBACK 1.6 TDI 105 AMBIENTE STRONIC
551,9,1102,AUDI,A3 SEDAN 1.4 TFSI 140 AMBITION STRONIC
552,9,1103,AUDI,S3 SEDAN 2.0 TFSI 280 QUATTRO STRONIC
553,9,1104,AUDI,A3 CABRIO 1.4 TFSI 140 ATTRACTION S TRONIC
554,9,1105,AUDI,A8 3.0 TDI 258 QUATTRO TIPTRONIC PI
555,9,1106,AUDI,A8 3.0 TFSI 310 QUATTRO TIPTRONIC PI
556,9,1107,AUDI,A8 4.0 TFSI 435 QUATTRO TIPTRONIC PI
557,9,1108,AUDI,A8 4.2 TDI 385  QUATTRO TIPTRONIC PI
558,9,1109,AUDI,S8 4.0 TFSI 520 QUATTRO TIPTRONIC PI
559,9,1110,AUDI,A8 L 3.0 TDI 258 QUATTRO TIPTRONIC PI
560,9,1111,AUDI,A8 L 3.0 TFSI 310 QUATTRO TIPTRONIC PI
561,9,1112,AUDI,A8 L 4.0 TFSI 435 QUATTRO TIPTRONIC PI
562,9,1113,AUDI,A8 L 4.2 TDI 385 QUATTRO TIPTRONIC PI
563,9,1114,AUDI,A8 L W12 6.3 FSI 500 QUATTRO TIPTRONIC PI
564,9,1115,AUDI,A3 SEDAN 1.6 TDI AMBIENTE S TRONIC
565,9,1116,AUDI,A3 1.4 TFSI 150 ATTRACTION S TRONIC
566,9,1117,AUDI,A3 SPORTBACK 1.4 TFSI 150 ATTRACTION S TRONIC
567,9,1118,AUDI,A3 SEDAN 1.4 TFSI 150 ATTRACTION S TRONIC
568,9,1119,AUDI,A3 CABRIO 1.4 TFSI 150 ATTRACTION S TRONIC
569,9,1120,AUDI,Q5 2.0 TDI 190 QUATTRO S TRONIC PI
570,9,1121,AUDI,A3 SPORTBACK 1.4 TFSI 125 ATTRACTION S TRONIC
571,9,1122,AUDI,A3 SEDAN 1.6 TDI 110 AMBIENTE S TRONIC
572,9,1123,AUDI,A3 SPORTBACK 1.4 TFSI 125 AMBIENTE STRONIC
573,9,1124,AUDI,A3 SPORTBACK 1.4 TFSI 125 AMBITION S TRONIC
574,9,1125,AUDI,A3 SPORTBACK 1.4 TFSI 150 AMBIENTE S TRONIC
575,9,1126,AUDI,A3 SPORTBACK 1.4 TFSI 150 AMBITION S TRONIC
576,9,1127,AUDI,A3 SPORTBACK 1.6 TDI 110 AMBIENTE S TRONIC
577,9,1128,AUDI,A3 SPORTBACK 1.6 TDI 110  AMBITION S TRONIC
578,9,1129,AUDI,A3 1.4 TFSI 125 AMBIENTE S TRONIC
579,9,1130,AUDI,A3 1.4 TFSI 125 AMBITION S TRONIC
580,9,1131,AUDI,A3 1.4 TFSI 150 AMBIENTE S TRONIC
581,9,1132,AUDI,A3 1.4 TFSI 150 AMBITION S TRONIC
582,9,1133,AUDI,A3 1.6 TDI 110 AMBIENTE S TRONIC
583,9,1134,AUDI,A3 1.6 TDI 110 AMBITION S TRONIC
584,9,1135,AUDI,A3 SEDAN 1.4 TFSI 125 AMBIENTE S TRONIC
585,9,1136,AUDI,A3 SEDAN 1.4 TFSI 125 AMBITION S TRONIC
586,9,1137,AUDI,A3 1.4 TFSI 125 ATTRACTION S TRONIC
587,9,1138,AUDI,A3 SEDAN 1.4 TFSI 150 AMBIENTE S TRONIC
588,9,1139,AUDI,A3 SEDAN 1.4 TFSI 150 AMBITION S TRONIC
589,9,1140,AUDI,A3 CABRIOLET 1.4 TFSI 150 AMBIENTE S TRONIC
590,9,1141,AUDI,A3 CABRIOLET 1.4 TFSI 150 AMBITION S TRONIC
591,9,1142,AUDI,A3 SEDAN 1.6 TDI 110 S TRONIC
592,9,1143,AUDI,A3 1.6 TDI 110 ATTRACTION S TRONIC
593,9,1144,AUDI,A3 SEDAN 1.6 TDI 110 ATTRACTION S TRONIC
594,9,1145,AUDI,A3 SPORTBACK 1.6 TDI 110 ATTRACTION S TRONIC
595,9,1146,AUDI,S3 2.0 TFSI 285 QUATTRO S TRONIC
596,9,1147,AUDI,S3 SPORTBACK 2.0 TFSI 285 QUATTRO S TRONIC
597,9,1148,AUDI,S3 SEDAN 2.0 TFSI 285 QUATTRO S TRONIC
598,9,1149,AUDI,A3 SEDAN 1.4 TFSI 125 ATTRACTION S TRONIC
599,9,1150,AUDI,S4 3.0 TFSI 333 QUATTRO S TRONIC
600,9,1151,AUDI,A5 COUPE 2.0 TDI 190 MULTITRONIC
601,9,1152,AUDI,A5 COUPE 2.0 TDI 190 QUATTRO S TRONIC
602,9,1153,AUDI,S5 COUPE 3.0 TFSI 333 QUATTRO S TRONIC
603,9,1154,AUDI,A5 SPORTBACK 2.0 TDI 190 MULTITRONIC
604,9,1155,AUDI,A5 SPORTBACK 2.0 TDI 190 QUATTRO S TRONIC
605,9,1156,AUDI,S5 SPORTBACK 3.0 TFSI 333 QUATTRO S TRONIC
606,9,1157,AUDI,S5 CABRIO 3.0 TFSI 333 QUATTRO S TRONIC
607,9,1158,AUDI,A6 3.0 TDI 245 QUATTRO S TRONIC
608,9,1159,AUDI,A7 SPORTBACK 3.0 TDI 272 QUATTRO STRONIC PI
609,9,1160,AUDI,A7 SPORTBACK 3.0 TDI 320 QUATTRO TIPTRONIC PI
610,9,1161,AUDI,A6 2.0 TDI (190) S TRONIC PI
611,9,1162,AUDI,A6 3.0 TDI (272) QUATTRO S TRONIC PI
612,9,1163,AUDI,A6 3.0 TDI (320) QUATTRO TIPTRONIC PI
613,9,1164,AUDI,S4 AVANT 3.0 TFSI 333 QUATTRO S TRONIC
614,9,1165,AUDI,A6 3.0 TFSI 333 QUATTRO S TRONIC PI
615,9,1166,AUDI,Q5 2.0 TFSI 225 QUATTRO TIPTRONIC
616,9,1167,AUDI,Q7 3.0 TDI 245 QUATTRO TIPTRONIC
617,9,1168,AUDI,R8 4.2 FSI 430 QUATTRO R TRONIC
618,9,1169,AUDI,A6 AVANT 2.0 TDI 190 S TRONIC PI
619,9,1170,AUDI,A6 ALLROAD 3.0 TDI 272 QUATTRO S TRONIC PI
620,9,1171,AUDI,A6 ALLROAD 3.0 TDI 320 QUATTRO TIPTRONIC PI
621,9,1172,AUDI,Q3 1.4 TFSI 150 S TRONIC PI
622,9,1173,AUDI,Q3 2.0 TDI 184 QUATTRO S TRONIC PI
623,9,1174,AUDI,A1 SPORTBACK 1.0 TFSI 95 BASIC S TRONIC PI
624,9,1175,AUDI,A1 SPORTBACK 1.0 TFSI 95 SPORT S TRONIC PI
625,9,1176,AUDI,A1 SPORTBACK 1.4 TFSI 125 BASIC S TRONIC PI
626,9,1177,AUDI,A1 SPORTBACK 1.4 TFSI 125 SPORT S TRONIC PI
627,9,1178,AUDI,A1 SPORTBACK 1.6 TDI 116 BASIC S TRONIC PI
628,9,1179,AUDI,A1 SPORTBACK 1.6 TDI 116 SPORT S TRONIC PI
629,9,1180,AUDI,Q7 3.0 TDI 272 QUATTRO TIPTRONIC
630,9,1181,AUDI,RS3 SPORTBACK 2.5 TFSI
631,9,1182,AUDI,A3 SPORTBACK 1.2 TFSI 110 ATTRACTION
632,9,1183,AUDI,A3 SEDAN 1.2 TFSI 110 ATTRACTION
633,9,1184,AUDI,A8 2.0 TFSI HYBRID
634,9,1185,AUDI,A4 2.0 TDI 190 MULTITRONIC
635,9,1186,AUDI,A4 2.0 TDI 190 QUATTRO S TRONIC
636,9,1187,AUDI,A4 AVANT 2.0 TDI 190 MULTITRONIC
637,9,1188,AUDI,A4 AVANT 2.0 TDI 190 QUATTRO STRONIC
638,9,1189,AUDI,A4 ALLROAD 2.0 TDI 190 QUATTRO S TRONIC
639,9,1190,AUDI,A5 SPORTBACK 2.0 TFSI 230 QUATTROS TRONIC
640,9,1191,AUDI,Q5 2.0 TFSI 230 QUATTRO TIPTRONIC
641,9,1192,AUDI,Q7 2.0 TFSI 252 QUATTRO TIPTRONIC
642,9,1193,AUDI,A6 2.0 TDI 190 QUATTRO S TRONIC
643,9,1194,AUDI,A6 AVANT 2.0 TDI 190 QUATTRO S TRONIC
644,9,1195,AUDI,A7 SPORTBACK 2.0 TFSI 252 QUATTRO S TRONIC
645,9,1196,AUDI,A3 SEDAN 1.6 TDI 110 AMBITION S TRONIC
646,9,1197,AUDI,A4 1.4 TFSI 150 S TRONIC
647,9,1198,AUDI,A4 1.4 TFSI 150 DESIGN S TRONIC
648,9,1199,AUDI,A4 1.4 TFSI 150 SPORT S TRONIC
649,9,1200,AUDI,A4 2.0 TFSI 252 QUATTRO S TRONIC
650,9,1201,AUDI,A4 2.0 TFSI 252 DESIGN QUATTRO S TRONIC
651,9,1202,AUDI,A4 2.0 TFSI 252 SPORT QUATTRO S TRONIC
652,9,1203,AUDI,A4 2.0 TDI 190 S TRONIC
653,9,1204,AUDI,A4 2.0 TDI 190 DESIGN S TRONIC
654,9,1205,AUDI,A4 2.0 TDI 190 SPORT S TRONIC
655,9,1206,AUDI,A4 2.0 TDI 190 DESIGN QUATTRO S TRONIC
656,9,1207,AUDI,A4 2.0 TDI 190 SPORT QUATTRO S TRONIC
657,9,1209,AUDI,A3 SPORTBACK 1.2 TFSI 110 AMBIENTE
658,9,1210,AUDI,S3 SPORTBACK 2.0 TFSI 300 QUATTRO S TRONIC
659,9,1211,AUDI,S3 SEDAN 2.0 TFSI 300 QUATTRO STRONIC
660,9,1212,AUDI,TTS COUPE 2.0 TFSI 310 QUATTRO S TRONIC
661,9,1213,AUDI,A4 AVANT 1.4 TFSI 150 STRONIC
662,9,1214,AUDI,A4 AVANT 2.0 TFSI 252 QUATTRO STRONIC
663,9,1215,AUDI,A4 AVANT 2.0 TDI 190 STRONIC
664,9,1216,AUDI,RS6 AVANT PERFORMANCE 4.0 TFSI 605 QUATTROTIP
665,9,1217,AUDI,RS7 SPORTBACK PERFORMANCE 4.0 TFSI 605 QUAT.T
666,9,1218,AUDI,S8 PLUS 4.0 TFSI 605 QUATTRO TIPTRONIC
667,9,1219,AUDI,A3 SPORTBACK 1.2 TFSI 110 ATTRACTION STRONIC
668,9,1220,AUDI,A3 SPORTBACK 1.2 TFSI 110 AMBIENTE STRONIC
669,9,1221,AUDI,A3 SPORTBACK 1.0 TFSI 116 S TRONIC PI
670,9,1222,AUDI,A3 SPORTBACK 1.0TFSI 116 SPORTLINE STRONIC PI
671,9,1223,AUDI,A3 SPORTBACK 1.0TFSI 116 DESIGNLINE STRONICPI
672,9,1224,AUDI,A3 SPORTBACK 1.4 TFSI 150 STRONIC PI
673,9,1225,AUDI,A3 SPORTBACK 1.4TFSI 150 SPORTLINE STRONIC PI
674,9,1226,AUDI,A3 SPORTBACK 1.4TFSI150 DESIGNLINE STRONIC PI
675,9,1227,AUDI,A3 SPORTBACK 1.6 TDI 110 S TRONIC PI
676,9,1228,AUDI,A3 SPORTBACK 1.6 TDI 110 SPORT LINE S TRONIC
677,9,1229,AUDI,A3 SPORTBACK 1.6 TDI 110 DESIGN LINE S TRONIC
678,9,1230,AUDI,A3 SEDAN 1.0 TFSI 116 STRONIC PI
679,9,1231,AUDI,A3 SEDAN 1.0 TFSI 116 SPOR TLINE STRONIC PI
680,9,1232,AUDI,A3 SEDAN 1.0 TFSI 116 DESIGN LINE STRONIC PI
681,9,1233,AUDI,A3 SEDAN 1.4 TFSI 150 STRONIC PI
682,9,1234,AUDI,A3 SEDAN 1.4 TFSI 150 SPORT LINE STRONIC PI
683,9,1235,AUDI,A3 SEDAN 1.4 TFSI 150 DESIGN LINE STRONIC PI
684,9,1236,AUDI,A3 SEDAN 1.6 TDI 110 STRONIC PI
685,9,1237,AUDI,A3 SEDAN 1.6 TDI 110 SPORT LINE STRONIC PI
686,9,1238,AUDI,A3 SEDAN 1.6 TDI 110 DESIGN LINE STRONIC PI
687,9,1239,AUDI,A3 CABRIO 1.4 TFSI 150 STRONIC PI
688,9,1240,AUDI,A3 CABRIO 1.4 TFSI 150 SPORT LINE STRONIC PI
689,9,1241,AUDI,A3 CABRIO 1.4 TFSI 150 DESIGN LINE STRONIC PI
690,9,1242,AUDI,A3 SPORTBACK 1.0 TFSI 116 DYNAMIC S TRONIC PI
691,9,1243,AUDI,A3 SPORTBACK 1.4 TFSI 150 DYNAMIC S TRONIC PI
692,9,1244,AUDI,A3 SPORTBACK 1.6 TDI 110 DYNAMIC S TRONIC PI
693,9,1245,AUDI,A3 SEDAN 1.0 TFSI 116 DYNAMIC S TRONIC
694,9,1246,AUDI,A3 SEDAN 1.4 TFSI 150 DYNAMIC S TRONIC PI
695,9,1247,AUDI,A3 SEDAN 1.6 TDI 110 DYNAMIC S TRONIC PI
696,9,1248,AUDI,A3 CABRIO 1.4 TFSI 150 DYNAMIC S TRONIC PI
697,9,1249,AUDI,A4 1.4 TFSI 150 DYNAMIC S TRONIC
698,9,1250,AUDI,A4 2.0 TFSI 252 QUATTRO DYNAMIC S TRONIC
699,9,1251,AUDI,A4 2.0 TDI 190 DYNAMIC S TRONIC
700,9,1252,AUDI,A4 2.0 TDI 190 QUATTRO DYNAMIC S TRONIC
701,9,1253,AUDI,A4 AVANT 1.4 TFSI 150 DYNAMIC S TRONIC
702,9,1254,AUDI,A4 AVANT 2.0 TFSI 252 QUATTRO DYNAMIC STRONIC
703,9,1255,AUDI,A4 AVANT 2.0 TDI 190 DYNAMIC S TRONIC
704,9,1256,AUDI,A4 AVANT 2.0 TDI 190 QUATTRO DYNAMIC S TRONIC
705,9,1257,AUDI,A4 ALLROAD 2.0 TFSI QUATTRO 252 S TRONIC
706,9,1258,AUDI,A8 L 2.0 TFSI 252 QUATTRO TIPTRONIC
707,9,1259,AUDI,A8 L 3.0 TDI 262 QUATTRO TIPTRONIC
708,9,1260,AUDI,Q2 1.4 TFSI DYNAMIC S TRONIC
709,9,1261,AUDI,Q2 1.4 TFSI 150 SPORT S TRONIC
710,9,1262,AUDI,Q2 1.4 TFSI 150 DESIGN S TRONIC
711,9,1263,AUDI,TT COUPE 2.0 TFSI 230 QUATTRO S TRONIC
712,9,1265,AUDI,A4 AVANT 1.4 TFSI 150 DESIGN S TRONIC
713,9,1267,AUDI,A4 AVANT 2.0 TDI 190 SPORT S TRONIC
714,9,1268,AUDI,A4 AVANT 2.0 TDI 190 DESIGN S TRONIC
715,9,1269,AUDI,A4 AVANT 2.0 TDI 190 QUATTRO SPORT S TRONIC
716,9,1270,AUDI,A4 AVANT 2.0 TDI 190 QUATTRO DESIGN S TRONIC
717,9,1271,AUDI,A5 COUPE 1.4 TFSI 150 DYNAMIC S TRONIC
718,9,1272,AUDI,A5 COUPE 1.4 TFSI 150 SPORT S TRONIC
719,9,1273,AUDI,A5 COUPE 1.4 TFSI 150 DESIGN S TRONIC
720,9,1274,AUDI,A5 COUPE 2..0 TDI 190 QUATTRO DYNAMIC S TRONI
721,9,1275,AUDI,A5 COUPE 2.0 TDI 190 QUATTRO SPORT S TRONIC
722,9,1276,AUDI,A5 COUPE 2.0 TDI 190 QUATTRO DESIGN S TRONIC
723,9,1277,AUDI,A5 SPORTBACK 1.4 TFSI 150 DYNAMIC S TRONIC
724,9,1278,AUDI,A5 SPORTBACK 1.4 TFSI 150 SPORT S TRONIC
725,9,1279,AUDI,A5 SPORTBACK 1.4 TFSI 150 DESIGN S TRONIC
726,9,1280,AUDI,A5 SPORTBACK 2.0 TDI 190 DYNAMIC S TRONIC
727,9,1281,AUDI,A5 SPORTBACK 2.0 TDI 190 SPORT S TRONIC
728,9,1282,AUDI,A5 SPORTBACK 2.0 TDI 190 DESIGN S TRONIC
729,9,1283,AUDI,A5 SPORTBACK 2.0 TDI 190 QUATTRO DYNAMIC STRO
730,9,1284,AUDI,A5 SPORTBACK 2.0TDI 190 QUATTRO SPORT STRONIC
731,9,1285,AUDI,A5 SPORTBACK 2.0TDI 190 QUATTRO DESIGN STRONI
732,9,1286,AUDI,A3 SPORTBACK 1.6TDI 110 SPORTLINE STRONIC PI
